350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.98 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
350.90 | 0.00 | 255
